Power,TEG_data
0.000521986410899965,0.00044339899918802476
0.000521819220587601,0.00044339899918802476
0.000521922588961536,0.00044339899918802476
0.000521874833943285,0.00044339899918802476
0.000521881022172666,0.00044339899918802476
0.0005219755589959679,0.00044339899918802476
0.000522125555870028,0.00044339899918802476
0.000522145877028795,0.00044339899918802476
0.000522105167819879,0.00044339899918802476
0.000522004003146432,0.00044339899918802476
0.000521894740233492,0.00044339899918802476
0.0005219307922110169,0.00044339899918802476
0.0005219970367632051,0.00044339899918802476
0.000522149042911176,0.00044391737176281297
0.000521928076885155,0.0004441198610498396
0.000521999757769293,0.0004441198610498396
0.00052185007383135,0.0004452538010571885
0.00052186499080146,0.0004452538010571885
0.000521837184377598,0.00044680891878155294
0.0005217858596837501,0.00044680891878155294
0.00052181406669777,0.00044690611363932566
0.00052199822171617,0.00044701140806857945
0.000521945696844528,0.00044701140806857945
0.000521854484289615,0.00044815344764740945
0.00052198290876237,0.00044876901507997027
0.0005219582289671089,0.00045072101180690675
0.00052196330219104,0.00045279450210605917
0.00052201817824402,0.000454033736542662
0.000522070268703296,0.0004583670072850313
0.000522059744396179,0.0004620847105948397
0.000522080111277238,0.00046322675017366967
0.000522079659731606,0.00046476566875507195
0.0005220408852242651,0.00046517874690060615
0.0005220792469063202,0.00046559182504614046
0.0005221619521304401,0.00046972260650148315
0.0005220628094547951,0.00047003039021776356
0.000522053857569024,0.0004732378205242649
0.000521920246318785,0.00047458234939012163
0.00052197038866017,0.00047458234939012163
0.000522060492176195,0.00047509262239342866
0.000522125439591505,0.0004759187786844972
0.000522134099689783,0.0004759187786844972
0.0005221415598277119,0.00047818665869919514
0.0005220918085149479,0.00047859973684472935
0.000522102398264832,0.00047890752056100987
0.000522143118924416,0.00047932869827802525
0.0005220357722055991,0.00047974177642355956
0.000522019035187263,0.00048004956013983997
0.0005220546047135919,0.00048067322714388187
0.0005220452014094279,0.0004807704220016546
0.0005219770210138,0.00048077852157313566
0.000521950770322688,0.0004808757164309085
0.000521972319933537,0.0004810782057179349
0.00052191401137644,0.0004810782057179351
0.0005220017383199201,0.00048108630528941607
0.0005219770210138,0.0004812887945764425
0.000522061315801107,0.0004812887945764427
0.0005220686973939839,0.0004812887945764427
0.000522012326672416,0.0004813859894342155
0.000521940181716212,0.0004813859894342155
0.000522073837934127,0.0004813859894342155
0.00052204677271874,0.0004813859894342155
0.000521993497591203,0.0004813859894342155
0.000521968444603984,0.0004813859894342155
0.0005220683243299091,0.0004813859894342155
0.000522073026077358,0.0004813859894342155
0.0005220432688036859,0.0004813859894342155
0.000521997826114956,0.0004813859894342155
0.00052196411633446,0.0004813859894342155
0.000521948797666968,0.0004812887945764427
0.0005219821630771481,0.0004812887945764427
0.0005220358103811179,0.00048108630528941607
0.000521995068773155,0.00048108630528941607
0.000522004120311219,0.00048108630528941607
0.0005219714923407249,0.0004810782057179349
0.0005220095323914601,0.0004808757164309085
0.0005220170160486439,0.0004808757164309085
0.000522011462870766,0.0004807704220016546
0.000522070268703296,0.0004807704220016546
0.000522023251849419,0.0004807704220016546
0.0005220322700680041,0.00048067322714388187
0.000522030734902523,0.0004806651275724007
0.000521971120800384,0.0004805598331431469
0.000521974331558244,0.0004770527186918462
0.000522192524880825,0.0004759187786844972
0.00052210792478085,0.00047582158382672446
0.000522038542648192,0.00047582158382672446
0.0005221015844068499,0.00047561099496821677
0.0005220408852242651,0.00047467954424789446
0.000521997826114956,0.00047467954424789446
0.00052202051999557,0.00047426646610236015
0.0005219707610896899,0.00047281664280724963
0.0005219061562087649,0.0004714802135128741
0.000521880650981028,0.00047096994050956705
0.000521982944368665,0.00046952011721445653
0.000521928848758656,0.00046735753162901246
0.0005219617311047039,0.00046673386462497057
0.00052199544113918,0.0004660049031916748
0.0005220510632583521,0.0004640529064647383
0.000522071786641905,0.00046053769244195643
0.0005220365565092681,0.00045733836170693616
0.00052202559461636,0.00045609912727033334
0.000521947267962736,0.00045506238212075724
0.0005220624367084439,0.0004534100695386201
0.000522060118508544,0.00045289979653531307
0.000521990283624978,0.00045186305138573675
0.0005219539002212479,0.00045176585652796403
0.00052202049361819,0.00045175775695648296
0.000521968444603984,0.0004509397002368955
0.0005221447147352521,0.0004504213276621074
0.00052198130755341,0.0004493845825125312
0.00052191040041306,0.00044846123136368986
0.00052193906385545,0.00044774036950187524
0.000521951142275871,0.00044722199692708714
0.000522102431552184,0.00044711670249783335
0.000522164709123672,0.00044680891878155283
0.0005219617311047039,0.00044670362435229893
0.0005220361836675501,0.0004465983299230449
0.000522041323413632,0.0004454643899156962
0.000522075409339055,0.0004454643899156962
0.000522054565014728,0.0004446382336246277
0.000522167839910652,0.0004445329391953738
0.000522038940723888,0.0004442251554790934
0.0005219131992658559,0.0004441198610498396
0.000521890867379448,0.000443909272191332
0.000521926877435292,0.0004438120773335592
0.000522007133044992,0.00044381207733355907
0.000521914346328606,0.00044309121547174435
0.000521824993098625,0.00044267813732621014
0.00052193903722335,0.00044246754846770245
0.0005220134768776561,0.00044153609774738015
0.000521868491828667,0.00044153609774738015
0.000521978579857647,0.00044153609774738015
0.000521917030036812,0.0004412364136025807
0.000521945296767,0.0004412364136025807
0.0005219931247485921,0.0004412364136025807
0.000521991565809876,0.0004412364136025807
0.0005220565366206401,0.0004412364136025807
0.000521886538634346,0.0004412364136025807
0.00052191711654696,0.0004412364136025807
0.000522020146391414,0.0004412364136025807
0.000521897498527827,0.0004412364136025807
0.00052181406669777,0.0004412364136025807
0.000521839941877872,0.0004412364136025807
0.000521973145874981,0.00044153609774738015
0.000521917514911672,0.00044153609774738015
0.000521900667397504,0.00044153609774738015
0.0005220006150304,0.00044153609774738015
0.00052191397450152,0.00044153609774738015
0.000521973891051745,0.00044153609774738015
0.000521923787110143,0.00044153609774738015
0.00052191088135089,0.00044153609774738015
0.000521988423382228,0.00044153609774738015
0.000521972356397388,0.00044153609774738015
0.000522059306365674,0.00044153609774738015
0.00052196568748454,0.00044153609774738015
0.0005220173897162951,0.00044153609774738015
0.000522021343683728,0.00044174668660588784
0.000522133727515136,0.0004442251554790933
0.0005220361836675501,0.00044607995734825703
0.0005219707610896899,0.000446193351348992
0.000522002887858338,0.00044670362435229893
0.000522072652663936,0.0004481453480759284
0.00052200565763386,0.0004481453480759284
0.0005220498637437311,0.00044825064250518217
0.0005220609412759,0.0004485584262214626
0.00052203495599772,0.0004486637206507165
0.000521994280183204,0.0004491820932255046
0.000521939887605196,0.000449489876941785
0.000521962930047372,0.0004495951713710388
0.000521988796320206,0.0004503160332328535
0.00052199229883902,0.00045051852251988013
0.000522031826035665,0.00045062381694913403
0.000522171717459444,0.00045062381694913403
0.000522035436649972,0.00045103689509466824
0.000521958601206144,0.00045103689509466834
0.00052207108129088,0.00045123938438169486
0.0005221713443008951,0.00045144997324020255
0.000522191776340157,0.00045175775695648296
0.0005220537788337361,0.00045186305138573675
0.00052206593973407,0.00045227612953127095
0.000522027124955402,0.0004525839132475515
0.000522065567051214,0.00045279450210605917
0.0005220827900743759,0.0004539284421134082
0.000521991565809876,0.0004551676765500109
0.0005219825361421161,0.00045609912727033334
0.00052201583071446,0.0004562044216995871
0.00052201620396902,0.0004589906742890732
0.000522014632723452,0.0004592984580053537
0.000522054262462878,0.0004597115361508879
0.000521931119003424,0.00046167163244930536
0.000522015892377407,0.00046240059388260126
0.000522024810756512,0.00046393951246400343
0.00052197194753564,0.00046466847389729923
0.00052202675366929,0.00046528404132986005
0.0005219876099380001,0.0004670416483412509
0.000522058480295084,0.0004671469427705048
0.000521911588066143,0.0004677625102030657
0.0005219759027720681,0.0004678678046323194
0.0005219938266407099,0.0004684833720648803
0.000522035436649972,0.0004685886664941341
0.000521905328776473,0.00046961731207222936
0.000521973145874981,0.00046972260650148315
0.00052210593676836,0.00046982790093073705
0.00052198756709706,0.00047024097907627125
0.0005219981988622,0.00047024097907627125
0.000521962930047372,0.00047034627350552494
0.00052212398433774,0.0004704434683632979
0.0005220918085149479,0.00047065405722180557
0.0005221215657886201,0.00047075935165105936
0.0005221126268144,0.000470961840938086
0.000522024810756512,0.00047117242979659367
0.000522094951197316,0.00047127772422584757
0.0005219759027720681,0.0004713749190836203
0.000522049089647744,0.00047138301865510125
0.000522141931843497,0.00047148021351287397
0.000522093006855552,0.0004715774083706468
0.0005219272899464319,0.00047158550794212787
0.000522061238177355,0.0004719985860876622
0.00052205023499822,0.0004722010753746887
0.0005219183386295461,0.0004723063698039426
0.00052195942743344,0.0004726141535202229
0.000521830511020659,0.0004726141535202231
0.00052206407187265,0.0004726141535202231
0.000521940181716212,0.0004727194479494769
0.000521949682989454,0.0004732297209527837
0.000521924520267024,0.0004735456042405454
0.000521962516648845,0.0004737561930990531
0.000521958973000465,0.00047498732796417487
0.0005219410080386259,0.0004752951116804554
0.0005219688519741251,0.0004754004061097091
0.000521877548193323,0.0004754004061097091
0.000521944172180012,0.0004754004061097091
0.00052199822171617,0.00047571628939747045
0.0005219405959724549,0.00047571628939747045
0.00052196765493604,0.00047601597354227
0.000522060118508544,0.0004768502294048196
0.0005220311087290359,0.0004783972475577027
0.000522004494677564,0.00047994426571058596
0.000521956657848901,0.0004809810108601623
0.00052197820758674,0.0004820096564382574
0.000522095390117,0.00048334608573263296
0.00052201266241701,0.00048469871416997065
0.0005221552809051611,0.00048779275047573713
0.0005220929249440201,0.00048779275047573713
0.000521996627680248,0.0004897528467741546
0.000521995465485765,0.0004897528467741547
0.000521987982018173,0.0004917210426440532
0.0005219759027720681,0.0004941914119457778
0.000521936679642112,0.0004942967063750317
0.000521888852103588,0.0004942967063750317
0.00052193437495443,0.0004962568026734491
0.0005220824172961529,0.0004964673915319568
0.0005220049293727139,0.0004965645863897295
0.0005219582289671089,0.0004971882533937715
0.000521929300078633,0.0004990430552629352
0.0005218352111480179,0.0004991483496921891
0.0005220166419362789,0.0004992536441214429
0.0005220029233682519,0.0004996667222669771
0.0005220020729846009,0.000499772016696231
0.0005219135597073649,0.0005001850948417653
0.00052199941856377,0.0005011165455620876
0.0005219394369204179,0.0005018293078524213
0.00052197351868572,0.0005020398967109288
0.000521911588066143,0.0005034816204345583
0.00052200565763386,0.0005056523055914835
0.00052187356314753,0.0005056523055914835
0.00052181406669777,0.0005058628944499911
0.0005219096579027941,0.0005059681888792449
0.000521897126796108,0.0005059681888792449
0.000521988353653632,0.0005059681888792449
0.000521860661897745,0.0005059681888792449
0.000521986448506076,0.0005059681888792449
0.000521943391616765,0.0005059681888792449
0.000521973145874981,0.0005059681888792449
0.000521988353653632,0.0005059681888792449
0.000521894407600384,0.0005059681888792449
0.000521875578740865,0.0005059681888792449
0.000521840394179595,0.0005059681888792449
0.000521956657848901,0.0005059681888792449
0.000521919459062976,0.0005059681888792449
0.000521803560090309,0.0005059681888792449
0.000521790961798521,0.0005059681888792449
0.000521974704782074,0.0005059681888792449
0.0005219312066569799,0.0005059681888792449
0.0005219645247202601,0.0005059681888792449
0.000521830511020659,0.0005059681888792449
0.0005218012536213599,0.0005059681888792449
0.000521789390967033,0.0005059681888792449
0.00052192810262872,0.0005059681888792449
0.000521985666231161,0.0005059681888792449
0.000521932350991618,0.0005058628944499911
0.000521922215991935,0.0005058628944499911
0.000521882664509655,0.0005052392274459492
0.0005220436423759699,0.0005048261493004149
0.000521999757769293,0.0005021451911401827
0.0005219558431654,0.000501934602281675
0.000522055764624716,0.0005011084459906065
0.0005220965447883901,0.0005011084459906064
0.000522171717459444,0.0005005981729872995
0.0005221032227473001,0.0004988405659759086
0.000522071415387416,0.0004980063101133591
0.000522121121436752,0.0004979091152555863
0.0005221329818317001,0.0004976013315393057
0.0005220169916713291,0.0004966779803904645
0.0005221301411482201,0.0004962568026734491
0.000521961686929737,0.0004956412352408883
0.0005220068010463241,0.0004956331356694072
0.0005219460693377919,0.0004936730393709896
0.000521897498527827,0.0004919235319310798
0.000521991483552192,0.000491818237501826
0.000521982944368665,0.0004903684142067154
0.0005220895028770031,0.0004900606304904351
0.000521900293983189,0.00048810053419201754
0.000521915917319454,0.0004880033393342448
0.0005219707610896899,0.0004878980449049909
0.000521979032924608,0.000485516770889558
0.000521903423945244,0.00048407504716592876
0.0005218623148559849,0.00048407504716592876
0.0005218355815146161,0.00048407504716592876
0.000521970347215215,0.00048407504716592876
